gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,Age,City,Satisfaction.Score
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,No,33,San Lucas,5
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,No,25,Long Beach,3
Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,No,22,San Gabriel,4
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,Yes,36,Sloughhouse,1
Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,No,30,Riverside,3
Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,No,69,Berkeley,5
Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,No,33,Hyampom,5
Female,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,No,49,Norwalk,5
Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,No,68,Piercy,4
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,No,61,Van Nuys,4
Female,0,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.05,No,57,Wofford Heights,5
Female,0,No,Yes,51,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,No,48,Daly City,3
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,No,34,San Bruno,4
Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.8,No,29,Washington,5
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,No,38,Selma,3
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,No,55,Inglewood,4
Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,No,19,Sugarloaf,4
Male,0,No,No,4,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,No,50,Garden Grove,4
Female,0,No,No,2,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,Yes,49,Oroville,2
Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,Yes,34,San Mateo,1
Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,No,33,Point Reyes Station,5
Male,1,Yes,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,Yes,67,Sutter,1
Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,Yes,23,Los Angeles,3
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,No,25,El Cajon,3
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.55,Yes,53,Sacramento,2
Female,0,No,No,25,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,No,20,Manhattan Beach,5
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,No,22,Maxwell,3
Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,No,20,Chico,4
Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,No,28,San Diego,3
Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,No,76,Twentynine Palms,3
Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,Yes,78,Corte Madera,1
Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,No,68,Williams,4
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,No,63,Salinas,4
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,Yes,47,Atwater,1
Female,0,Yes,Yes,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,No,21,Santa Clara,5
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,Yes,35,Los Angeles,2
Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,No,58,Parker Dam,3
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,No,32,Antioch,4
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,No,40,Rocklin,3
Male,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94,No,69,Chula Vista,4
Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,No,68,Twain Harte,3
Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,No,75,Jackson,4
Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,No,51,Chula Vista,3
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.3,No,50,San Francisco,5
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,Yes,45,Sun City,2
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,No,44,Lemoore,5
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81,No,45,Arroyo Grande,3
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,No,23,Mentone,4
Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,Yes,46,Duarte,3
Female,1,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,Yes,77,Green Valley Lake,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,Yes,28,Mill Valley,3
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,No,42,Thousand Oaks,4
Male,0,No,No,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.55,No,34,Tehama,5
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,Yes,34,Davis,2
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,No,29,Half Moon Bay,3
Male,0,No,No,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.45,No,47,Nevada City,3
Male,0,No,No,11,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,No,60,Oxnard,5
Female,0,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.5,Yes,21,Saint Helena,3
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,No,26,Laguna Hills,4
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,No,24,Upland,5
Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,No,41,Santa Barbara,5
Male,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.4,No,43,Long Beach,4
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,Yes,65,Bellflower,1
Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,Yes,19,Los Angeles,2
Female,0,No,No,52,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,No,63,Redwood City,3
Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,No,61,Anaheim,3
Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,No,21,Moorpark,3
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,No,44,Van Nuys,5
Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,No,29,Nubieber,4
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,No,26,Spring Valley,5
Male,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.95,No,24,Dobbins,4
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,Yes,63,San Francisco,3
Male,0,Yes,Yes,65,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,No,30,Littlerock,4
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,No,62,San Bernardino,5
Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,No,20,Riverside,3
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,No,19,Columbia,3
Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,No,37,Reedley,4
Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.7,No,49,Woodland Hills,4
Male,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,No,45,Scotia,3
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,No,26,Lake Elsinore,5
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,Yes,40,Oakdale,2
Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.9,No,42,Independence,3
Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,No,20,Ramona,4
Male,0,Yes,Yes,49,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,No,24,San Luis Obispo,4
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,Yes,52,North Palm Springs,1
Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,No,29,Auberry,3
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,No,39,Glenn,4
Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75,Yes,20,Rio Nido,1
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,No,62,Miramonte,4
Male,1,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,No,79,Roseville,4
Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,No,56,Fullerton,4
Female,0,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25,No,44,San Francisco,4
Female,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.15,No,51,Ocotillo,5
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,No,56,Redwood City,3
Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,No,51,San Francisco,4
Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,No,21,Larkspur,4
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,Yes,73,Santee,2
Female,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.2,No,52,Philo,4
Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,No,60,Los Angeles,5
Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.05,No,52,Homeland,5
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,No,43,Capitola,3
Male,0,No,No,14,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,Yes,38,Los Angeles,1
Female,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,No,30,Villa Park,3
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,Yes,75,San Marino,1
Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,No,65,Los Angeles,4
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,No,53,Garden Grove,4
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,No,70,Glendale,4
Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,No,73,Colusa,5
Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,Yes,77,Davis Creek,2
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,No,62,Calabasas,5
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,Yes,50,Oakland,2
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,Yes,70,Montrose,3
Male,0,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,No,62,Santa Ysabel,5
Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,No,72,Corona,3
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,No,66,Isleton,4
Male,0,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.25,No,40,Downey,5
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,No,72,Anaheim,4
Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,No,32,San Mateo,3
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,No,27,Tracy,3
Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,No,19,Rancho Santa Margarita,4
Male,0,Yes,No,40,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,Yes,39,Running Springs,1
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,No,60,Hayward,3
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,No,29,Mather,3
Male,0,Yes,No,69,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,No,22,Spring Valley,3
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,No,47,Taft,5
Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,No,73,Corning,4
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,Yes,23,Olancha,3
Male,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.45,No,40,Watsonville,3
Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,No,48,Lakehead,5
Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.15,No,50,Ontario,4
Male,0,Yes,No,62,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,No,56,Weott,4
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,No,63,Midway City,5
Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,No,50,Ducor,4
Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,No,67,Keeler,4
Female,0,No,Yes,22,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,No,55,Whittier,3
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,No,22,Millville,4
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,Yes,72,Wrightwood,3
Female,0,Yes,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,Yes,62,San Diego,3
Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,No,69,Glendale,5
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,Yes,57,Oceanside,3
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,Yes,76,Los Angeles,3
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,No,73,Lucerne,5
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,No,35,Lincoln,4
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Yes,70,Canyon Country,2
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,Yes,74,Cobb,1
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,Yes,27,Richmond,1
Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,No,44,Oxnard,4
Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,No,80,Yorkville,4
Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.65,No,68,Pomona,4
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,Yes,39,Seeley,1
Female,0,No,No,13,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,Yes,28,Fresno,3
Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.1,No,51,Irvine,5
Female,0,Yes,Yes,67,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,No,55,Fullerton,3
Male,0,No,No,14,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,No,63,Studio City,5
Male,1,Yes,No,24,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,No,68,Sheridan,4
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,No,63,Canoga Park,4
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,Yes,44,Rescue,3
Male,1,Yes,No,9,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.85,No,79,Spring Valley,3
Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,No,58,Silverado,3
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,Yes,39,Pleasant Grove,1
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,Yes,71,Glendale,2
Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,No,59,Rancho Palos Verdes,3
Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44,No,20,Esparto,3
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,Yes,52,San Diego,1
Female,0,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20,No,31,Clarksburg,4
Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,No,21,San Jose,3
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,Yes,58,San Diego,1
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,No,40,Crestline,4
Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,No,75,El Nido,5
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,No,39,Los Angeles,3
Male,0,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,No,25,Reseda,5
Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,No,46,Kettleman City,5
Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,No,57,Stirling City,5
Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,No,63,San Jose,4
Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,No,61,Anaheim,4
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Yes,74,Jacumba,3
Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,25.25,No,55,North Fork,4
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,No,49,Carmel,3
Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,No,26,Indio,3
Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,No,39,Glennville,4
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,No,61,Anaheim,3
Male,0,Yes,No,38,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60,No,47,Warner Springs,3
Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,No,73,San Francisco,4
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,No,22,South Gate,5
Female,0,Yes,Yes,11,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,No,23,Lawndale,3
Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,No,58,Porter Ranch,3
Female,0,No,No,10,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,No,31,Vidal,5
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,Yes,20,Santa Rosa,2
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,Yes,65,San Jose,3
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,Yes,74,Roseville,1
